,Smiles,pIC50
242,COc1ccc(OC)c(Sc2ccc3nnc(-c4ccccn4)n3n2)c1,6.09
243,COc1ccc(OC)c(Sc2ccc3nnc(-c4cccnc4)n3n2)c1,6.375
244,COc1ccc(OC)c(Sc2ccc3nnc(-c4ccn(C)n4)n3n2)c1,6.105
245,COc1ccc(OC)c(Sc2ccc3nnc(-c4ccon4)n3n2)c1,5.725
246,COc1ccc(OC)c(Sc2ccc3nnc(-c4ccsn4)n3n2)c1,6.59
247,COc1ccc(OC)c(Sc2ccc3nnc(-c4cn(C)nc4C)n3n2)c1,6.195
248,COc1ccc(OC)c(Sc2ccc3nnc(-c4cncs4)n3n2)c1,6.6
249,COc1ccc(OC)c(Sc2ccc3nnc(-c4cnn(C)c4)n3n2)c1,6.800000000000001
250,COc1ccc(OC)c(Sc2ccc3nnn(-c4cnn(C)c4)c3n2)c1,5.78
251,COc1ccc(OC)c(Sc2ccn3nc(C)c(-c4cnn(C)c4)c3n2)c1,6.54
252,COc1ccc(OC)c(Sc2ccn3ncc(-c4cnn(C)c4)c3n2)c1,6.75
253,COc1ccc2c(c1)/C(=N\N(c1ccccc1)c1ccccc1)C(=O)N2,6.699999999999999
254,COc1ccc2c(c1)C(=NN1CCCCC1)C(=O)N2,6.04
255,COc1ccc2c(c1)C(=NN1CCOCC1)C(=O)N2,5.225
256,COc1ccc2nc(NC(=O)c3ccc(N4CCOCC4)cc3)sc2c1,6.395
257,COc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,6.9799999999999995
258,COc1cccc(-c2ccnc3[nH]cc(C#N)c23)c1,6.586666666666667
259,COc1cccc(-c2cnc(N)c(-c3nnc(C4CCN(C)CC4)o3)c2)c1,5.859999999999999
260,COc1cccc(-c2cnc(N)c(-c3nnc(C4CCNCC4)o3)c2)c1,5.74
261,COc1cccc(C#N)c1Nc1ccc2[nH]nc(-c3ccncc3)c2c1,7.039999999999999
262,COc1cccc(F)c1-c1c[nH]c2ncnc(N(C)C)c12,7.485
263,COc1cccc(F)c1-c1c[nH]c2ncnc(N3CCOCC3)c12,7.535
264,COc1cccc(Nc2nc(NCCO)c3nc[nH]c3n2)c1,7.2
265,COc1cccc(Sc2ccc3nnc(-c4cncs4)n3n2)c1,7.220000000000001
266,COc1ccccc1-c1c[nH]c2ncnc(N(C)C)c12,7.455
267,COc1ccccc1-c1c[nH]c2ncnc(N3CCC(F)CC3)c12,7.15
268,COc1ccccc1-c1c[nH]c2ncnc(N3CCCC(O)C3)c12,7.225
269,COc1ccccc1-c1c[nH]c2ncnc(N3CCCC3)c12,7.22
270,COc1ccccc1-c1c[nH]c2ncnc(N3CCOCC3)c12,7.744999999999999
271,COc1ccccc1-c1c[nH]c2ncnc(N3CC[C@H](F)C3)c12,7.33
272,COc1cncc(-c2c[nH]c3ncnc(N4CCOCC4)c23)n1,7.465
273,COc1cncc(-c2nnc3ccc(Sc4cc(OC)ccc4OC)nn23)c1,6.77
274,CS(=O)(=O)c1ccc(-c2ccc3c(-n4ccnc4)c(C#N)cnc3c2)cc1,6.234999999999999
275,CS(=O)(=O)c1ccc(-c2ccc3c(N)c(C(N)=O)nnc3c2)cc1,6.6899999999999995
276,CS(=O)(=O)c1ccc(-c2ccc3c(N4CCC4)c(C#N)cnc3c2)cc1,7.824999999999999
277,CS(=O)(=O)c1ccc(-c2ccc3c(N4CCCCC4)c(C#N)cnc3c2)cc1,7.255000000000001
278,CS(=O)(=O)c1ccc(-c2ccc3c(NC4CC4)c(C(N)=O)nnc3c2)cc1,7.295
279,CS(=O)(=O)c1ccc(-c2ccc3c(NC4CCC4)c(C(N)=O)nnc3c2)cc1,7.859999999999999
280,CS(=O)(=O)c1ccc(-c2ccc3c(NC4CCOC4)c(C(N)=O)nnc3c2)cc1,7.525
281,CS(=O)(=O)c1ccc(-c2ccc3c(NC4CCOCC4)c(C(N)=O)nnc3c2)cc1,7.57
282,CS(=O)(=O)c1ccc(-c2ccc3c(NCC4CC4)c(C(N)=O)nnc3c2)cc1,7.67
283,CSc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,7.195
284,C[C@@H](Nc1c(C#N)cnc2cc(-c3ccc(-n4ccoc4=O)cc3)ccc12)C1CC1,7.445
285,C[C@@H](Nc1c(C#N)cnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12)C1CC1,7.375
286,C[C@@H](Nc1c(C(N)=O)nnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12)C1CC1,8.575
287,C[C@@H](Nc1c(C(N)=O)nnc2cc(-c3ccc(S(C)(=O)=O)cc3)ccc12)c1ccccc1,5.92
288,C[C@@H](Nc1c(C(N)=O)nnc2cc(-c3ccncc3)ccc12)C1CC1,8.46
289,C[C@@H]1CCCN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)C1,6.576666666666667
290,C[C@@H]1CCCN1c1[nH]c2ncnc(N)c2c1C#N,6.74
291,C[C@@H]1CCCN1c1c(C#N)c2c(N)nc(N)nc2n1C,6.635
292,C[C@@H]1CCCN1c1c(C#N)c2c(N)nc(Nc3ccn(C)n3)cc2n1C,6.66
293,C[C@@H]1CCCN1c1c(C#N)c2c(N)nc(Nc3cn(C)nc3C(F)(F)F)nc2n1C,6.28
294,C[C@@H]1CCCN1c1c(C#N)c2c(N)nc(Nc3cn(C)nc3Cl)nc2n1C,7.285
295,C[C@@H]1CCCN1c1c(C#N)c2c(N)nc(Nc3cnn(C)c3)nc2n1C,8.260000000000002
296,C[C@@H]1CCCN1c1c(C#N)c2c(N)nccc2n1C,7.51
297,C[C@@H]1CCCN1c1c(C#N)c2c(N)ncnc2n1C,7.890000000000001
298,C[C@@H]1CCCN1c1c(C(N)=O)c2c(N)ncnc2n1C,5.575
299,C[C@@H]1CCCN1c1cc2c(N)ncnc2n1C,5.1850000000000005
300,C[C@@H]1CN(c2cc(-c3n[nH]c4ccc(-c5cnn(C)c5)cc34)ccn2)C[C@H](C)O1,8.96
301,C[C@@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)CCO1,8.296666666666667
302,C[C@@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)C[C@H](C)O1,8.91875
303,C[C@@H]1CN(c2cc(-c3ncn4ccc(-c5cnn(C)c5)cc34)ccn2)C[C@H](C)O1,8.09
304,C[C@@H]1CN(c2cc(-n3ncc4ccc(-c5ccn[nH]5)cc43)ncn2)C[C@H](C)N1C,7.385
305,C[C@@H]1CN(c2cc(-n3ncc4ccc(-c5ccn[nH]5)cc43)ncn2)C[C@H](C)O1,7.734999999999999
306,C[C@@H]1CN(c2cc(-n3ncc4ccc(-c5cnn(C)c5)cc43)ccn2)C[C@H](C)O1,6.96
307,C[C@@H]1CN(c2cc(NC(=O)c3cccc(-c4cnn(C)c4)n3)c(C(F)(F)F)cn2)C[C@H](C)O1,8.61
308,C[C@@H]1CN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)CCO1,7.109999999999999
309,C[C@@H]1CN(c2ncnc3[nH]cc(-c4cnn(C)c4)c23)CCO1,7.34
310,C[C@@H]1C[C@H](n2c(Cc3cn(C)nn3)nc3cnc4ccc(C(F)(F)F)cc4c32)CCO1,8.094999999999999
311,C[C@@H]1[C@H](O)CCN1c1cc(NC(=O)c2cccc(-c3cnn(C)c3)n2)c(C(F)(F)F)cn1,8.41
312,C[C@H](Nc1ccc2[nH]nc(-c3ccncc3)c2c1)c1cccc(C#N)c1,7.404999999999999
313,C[C@H]1CCCN(c2ncnc3[nH]cc(-c4ccc(C(N)=O)cc4)c23)C1,7.970000000000001
314,C[C@H]1CCCN(c2ncnc3[nH]cc(-c4ccc(O)cc4)c23)C1,7.5649999999999995
315,C[C@H]1CCCN(c2ncnc3[nH]cc(-c4ccc5[nH]ncc5c4)c23)C1,7.175
316,C[C@H]1CCCN(c2ncnc3[nH]cc(-c4ccc5c(c4)C(=O)NC5)c23)C1,7.2
317,C[C@H]1CCCN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)C1,7.285
318,C[C@H]1CCCN(c2ncnc3[nH]cc(-c4cccc(C#N)c4F)c23)C1,7.71
319,C[C@H]1CCCN(c2ncnc3[nH]cc(-c4cccc(C(=O)O)c4)c23)C1,7.335
320,C[C@H]1CCCN(c2ncnc3[nH]cc(-c4cccc(C(N)=O)c4)c23)C1,7.155
321,C[C@H]1CCCN(c2ncnc3[nH]cc(-c4cccc(O)c4)c23)C1,7.985
322,C[C@H]1CCCN(c2ncnc3[nH]cc(-c4cccc(S(N)(=O)=O)c4)c23)C1,7.550000000000001
323,C[C@H]1CCCN(c2ncnc3[nH]cc(-c4cccc5[nH]ncc45)c23)C1,7.925
324,C[C@H]1CCCN(c2ncnc3[nH]cc(-c4ccccc4F)c23)C1,6.96
325,C[C@H]1CCCN(c2ncnc3[nH]cc(-c4cccnc4)c23)C1,7.135
326,C[C@H]1CCCN(c2ncnc3[nH]cc(-c4cnc5[nH]ccc5c4)c23)C1,7.145
327,C[C@H]1CCCN(c2ncnc3[nH]cc(-c4cnc5cc[nH]c5c4)c23)C1,7.29
328,C[C@H]1CCCN(c2ncnc3[nH]cc(-c4cnn(C)c4)c23)C1,7.885
329,C[C@H]1CCCN1c1c(C#N)c2c(N)ncnc2n1C,5.38
330,C[C@H]1CN(c2cc(-c3n[nH]c4ccc(OC5(C)CC5)cc34)ncn2)CCO1,7.926666666666667
331,C[C@H]1CN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)CCO1,7.496666666666667
332,C[C@H]1CN(c2ncnc3[nH]cc(-c4cccc(C#N)c4F)c23)CCO1,7.605
333,C[C@H]1CN(c2ncnc3[nH]cc(-c4cccc(F)c4)c23)CCO1,7.255
334,C[C@H]1CN(c2ncnc3[nH]cc(-c4cnn(C)c4)c23)CCO1,7.235
335,C[C@H]1COCCN1c1ncnc2[nH]cc(-c3cccc(C#N)c3)c12,7.07
336,Cc1[nH]c2ncnc(N3CCOCC3)c2c1-c1cccc(C#N)c1,7.645
337,Cc1[nH]c2ncnc(N3CCOCC3)c2c1-c1cnn(C)c1,7.1899999999999995
338,Cc1[nH]nc(-c2ccnc(N3CCOCC3)c2)c1-c1ccc(-c2ccc(S(N)(=O)=O)c(C)c2C)cc1,7.105
339,Cc1[nH]nc(-c2ccnc(N3CCOCC3)c2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)cc1,8.525
340,Cc1[nH]nc(-c2ccncc2)c1-c1cc(F)c(-c2cccc(S(N)(=O)=O)c2)c(F)c1,7.785
341,Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2ccc(S(N)(=O)=O)c(C)c2C)cc1,6.085
342,Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)c(C#N)c1,6.04
343,Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)c(C(C)C)c1,7.5649999999999995
344,Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)c(C(F)(F)F)c1,6.5649999999999995
345,Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)c(C2CC2)c1,8.05
346,Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)c(F)c1,7.6499999999999995
347,Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)c(F)c1F,7.57
348,Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2)cc1,7.215
349,Cc1[nH]nc(-c2ccncc2)c1-c1ccc(-c2cccc(S(N)(=O)=O)c2C)cc1,6.93
350,Cc1[nH]nc2ccnc(NC3CCOCC3)c12,6.545
351,Cc1c(-c2ccc(-c3c[nH]nc3-c3ccnc(N4CCOCC4)c3)cc2)ccc(S(N)(=O)=O)c1C,7.205
352,Cc1c(-c2ccc(-c3c[nH]nc3-c3ccncc3)cc2)ccc(S(N)(=O)=O)c1C,6.5
353,Cc1c(-c2ccncc2)ccc2c(NC(C)C)c(C(N)=O)nnc12,5.55
354,Cc1c(C#N)cccc1-c1c[nH]c2ncnc(N3CCOCC3)c12,7.46
355,Cc1c(C#N)cccc1CNc1ccc2[nH]nc(-c3ccncc3)c2c1,7.525
356,Cc1c(Nc2nc(N)c3c(C#N)c(N4CCC[C@H]4C)n(C)c3n2)cnn1C,6.895
357,Cc1c(Nc2nc(N)c3c(C#N)c(N4CCC[C@H]4C)n(C)c3n2)cnn1C1COC1,7.0
358,Cc1c(Nc2nc(N)c3c(C#N)c(N4CCC[C@H]4C)n(C)c3n2)cnn1CC(C)(C)O,7.075
359,Cc1c(Nc2nc(N)c3c(C#N)c(N4CCC[C@H]4C)n(C)c3n2)cnn1CC1(O)COC1,7.345
360,Cc1c(Nc2nc(N)c3c(C#N)c(N4CCC[C@H]4C)n(C)c3n2)cnn1[C@@H]1CCOC1,7.328
361,Cc1c(Nc2nc(N)c3c(C#N)c(N4CCC[C@H]4C)n(C)c3n2)cnn1[C@H]1CCOC1,7.340000000000001
362,Cc1cc(-c2c(-c3ccncc3)n[nH]c2C)cc(C)c1-c1cccc(S(N)(=O)=O)c1,7.17
363,Cc1cc(-c2c(-c3ccncc3)n[nH]c2C)ccc1-c1cccc(C(N)=O)c1,6.495
364,Cc1cc(-c2c(-c3ccncc3)n[nH]c2C)ccc1-c1cccc(S(C)(=O)=O)c1,6.705
365,Cc1cc(-c2c(-c3ccncc3)n[nH]c2C)ccc1-c1cccc(S(N)(=O)=O)c1,7.78
366,Cc1cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)sn1,7.39
367,Cc1cc(-c2cc(Nc3ccn(C)n3)nc3[nH]cc(C#N)c23)ccc1CN1CCOCC1,8.7
368,Cc1cc(-c2cc(Nc3ccn(C)n3)nc3[nH]cc(C#N)c23)ccn1,6.825
369,Cc1cc(-c2cc(Nc3nn(C)cc3C)nc3[nH]cc(C#N)c23)ccn1,6.64
370,Cc1cc(-c2cc(Nc3nn(C)cc3Cl)nc3[nH]cc(C#N)c23)ccn1,6.529999999999999
371,Cc1cc(-c2cccc(S(N)(=O)=O)c2)ccc1-c1c(-c2ccncc2)n[nH]c1C,6.255
372,Cc1cc(-c2ccnc3[nH]cc(C#N)c23)ccc1CN(C)C,6.4
373,Cc1cc(-c2ccnc3[nH]cc(C#N)c23)ccc1CN1CCOCC1,6.66
374,Cc1cc(-c2cnc(N)c(-c3cn(C(C)C)nn3)c2)ccc1C(=O)N1CCOCC1,6.98
375,Cc1cc(-c2cnc(N)c(-c3cn(C(C)C)nn3)c2)ccc1CN1CCOCC1,6.6
376,Cc1cc(-c2n[nH]c(C)c2-c2ccc(-c3ccc(S(N)(=O)=O)c(C)c3C)cc2)cc(C)n1,6.805
377,Cc1cc(-c2n[nH]c(C)c2-c2ccc(-c3ccc(S(N)(=O)=O)c(C)c3C)cc2)ccn1,6.734999999999999
378,Cc1cc(-c2n[nH]c(C)c2-c2ccc(-c3cccc(S(N)(=O)=O)c3)c(C3CC3)c2)ccn1,8.195
379,Cc1cc(-c2n[nH]c(C)c2-c2ccc(-c3cccc(S(N)(=O)=O)c3)cc2)cc(C)n1,7.9
380,Cc1cc(-c2n[nH]c(C)c2-c2ccc(-c3cccc(S(N)(=O)=O)c3)cc2)ccn1,7.745
381,Cc1cc(-c2n[nH]c3ccc(N[C@@H]4CCCc5cc(C#N)ccc54)cc23)cc(C)n1,7.93
382,Cc1cc(-c2n[nH]c3ccc(N[C@@H]4CCOc5cc(C#N)ccc54)cc23)cc(C)n1,7.890000000000001
383,Cc1cc(-c2n[nH]c3ccc(N[C@@H]4CCOc5cc(C#N)ccc54)cc23)ccn1,7.21
384,Cc1cc(-c2n[nH]c3ccc(Nc4ccc(C#N)cc4C#N)cc23)ccn1,8.425
385,Cc1cc(-c2n[nH]c3ccc(Nc4ccccc4C#N)cc23)ccn1,8.65
386,Cc1cc(-c2n[nH]cc2-c2ccc(-c3cccc(S(N)(=O)=O)c3)cc2)cc(C)n1,7.61
387,Cc1cc(-c2n[nH]cc2-c2ccc(-c3cccc(S(N)(=O)=O)c3)cc2)ccn1,7.66
388,Cc1cc(C#N)cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,7.52
389,Cc1cc(C#N)ccc1Oc1ccc2[nH]nc(-c3ccncc3)c2c1,7.085
390,Cc1cc(C2CN(c3ncnc4[nH]cc(-c5cccc(C#N)c5)c34)CCO2)on1,6.825
391,Cc1cc(Cc2nc3cnc4ccc(C#N)cc4c3n2[C@@H]2CCN(C)C2)ncn1,8.07
392,Cc1cc(S(N)(=O)=O)cc(-c2ccc(-c3c(-c4ccncc4)n[nH]c3C)cc2)c1C,6.32
393,Cc1ccc(-c2ccnc3[nH]cc(C#N)c23)cc1,5.585
394,Cc1ccc(-c2cnc(N)c(-c3cnc(C)o3)c2)cc1,4.79
395,Cc1ccc(-c2cnc(N)c(-c3cnn(C)c3)c2)cc1,4.984999999999999
396,Cc1ccc(-c2cnc(N)c(-c3nnc(C4CC4)o3)c2)cc1,5.65
397,Cc1ccc(-c2cnc(N)c(-c3nnc(C4CCN(C)CC4)o3)c2)cc1,5.755000000000001
398,Cc1ccc(C#N)c(Nc2ccc3[nH]nc(-c4ccncc4)c3c2)c1,6.635
399,Cc1ccc(Cl)c(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,7.51
400,Cc1ccc(F)cc1-c1c[nH]c2ncnc(N3CCOCC3)c12,6.845000000000001
401,Cc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,5.41
402,Cc1ccc(Nc2ccc3[nH]nc(-c4ccncc4)c3c2)c(C#N)c1,7.985
403,Cc1ccc(OCC2CN(c3ncnc4[nH]cc(-c5cnn(C)c5)c34)CCO2)cn1,7.164999999999999
404,Cc1ccc(S(N)(=O)=O)cc1-c1ccc(-c2c(-c3ccncc3)n[nH]c2C)cc1,7.48
405,Cc1ccc(S(N)(=O)=O)cc1-c1ccc(-c2c[nH]nc2-c2ccncc2)cc1,6.9399999999999995
406,Cc1ccc2nc(NC(=O)c3ccc(N4CCOCC4)cc3)sc2c1,6.4
407,Cc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,7.496666666666667
408,Cc1cccc(-c2cc(N)nc3[nH]cc(C#N)c23)c1,7.386363636363637
409,Cc1cccc(-c2cc(Nc3ccn(C)n3)nc3[nH]cc(C#N)c23)c1,8.306666666666667
410,Cc1cccc(-c2cc(Nc3ccn(C)n3)nc3[nH]cc(C#N)c23)n1,7.215
411,Cc1cccc(-c2cc(Nc3nn(C)cc3C(F)(F)F)nc3[nH]cc(C#N)c23)n1,6.325
412,Cc1cccc(-c2cc(Nc3nn(C)cc3C)nc3[nH]cc(C#N)c23)n1,7.1
413,Cc1cccc(-c2cc(Nc3nn(C)cc3Cl)nc3[nH]cc(C#N)c23)n1,7.1475
414,Cc1cccc(-c2ccnc3[nH]cc(C#N)c23)c1,6.74
415,Cc1cccc(C#N)c1Nc1ccc2[nH]nc(-c3ccncc3)c2c1,7.85
416,Cc1cccc(Nc2ccc3[nH]nc(-c4ccncc4)c3c2)c1C#N,7.76
417,Cc1ccccc1-c1ccnc2[nH]cc(C#N)c12,4.5649999999999995
418,Cc1ccnc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,7.21
419,Cc1ccnc(-c2cc(Nc3ccn(C)n3)nc3[nH]cc(C#N)c23)c1,6.59
420,Cc1ccnc(-c2cc(Nc3nn(C)cc3Cl)nc3[nH]cc(C#N)c23)c1,6.755
421,Cc1cn(C)nc1Nc1cc2c(c(N)n1)c(C#N)c(N1CCC[C@H]1C)n2C,5.785
422,Cc1cn(Cc2nc3cnc4ccc(Cl)cc4c3n2C2CN(C)CC2(F)F)nn1,8.754999999999999
423,Cc1cnc(Cc2nc3cnc4ccc(C#N)cc4c3n2C2CN(C)CC2(F)F)cn1,8.43
424,Cc1cnc(Cc2nc3cnc4ccc(C(F)(F)F)cc4c3n2[C@@H]2CCO[C@H](C)C2)cn1,8.285
425,Cc1cnc(N2C[C@@H](C)O[C@@H](C)C2)cc1NC(=O)c1cccc(-c2cnn(C)c2)n1,7.835000000000001
426,Cc1cncc(-c2c[nH]c3ncnc(N4CCCC(O)C4)c23)c1,7.305
427,Cc1cncc(-c2c[nH]c3ncnc(N4CCC[C@H](C)C4)c23)c1,7.77
428,Cc1cncc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,7.316666666666666
429,Cc1cncc(-c2c[nH]c3ncnc(N4CCO[C@@H](C)C4)c23)c1,6.775
430,Cc1cncc(-c2cc(Nc3ccn(C)n3)nc3[nH]cc(C#N)c23)c1,7.3025
431,Cc1cncc(-c2cc(Nc3nn(C)cc3C(F)(F)F)nc3[nH]cc(C#N)c23)c1,6.37
432,Cc1cncc(-c2cc(Nc3nn(C)cc3C)nc3[nH]cc(C#N)c23)c1,7.0649999999999995
433,Cc1cncc(-c2cc(Nc3nn(C)cc3Cl)nc3[nH]cc(C#N)c23)c1,6.973333333333334
434,Cc1cnn(Cc2nc3cnc4ccc(C#N)cc4c3n2C2CN(C)CC2(F)F)n1,8.115
435,Cc1n[nH]cc1Nc1nc(N)c2c(C#N)c(N3CCC[C@H]3C)n(C)c2n1,7.475
436,Cc1nc(C2CN(c3ncnc4[nH]cc(-c5cccc(C#N)c5)c34)CCO2)no1,7.6575
437,Cc1nc(C2CN(c3ncnc4[nH]cc(-c5cccc(C#N)c5F)c34)CCO2)no1,7.41
438,Cc1nc(CC2CN(c3ncnc4[nH]cc(-c5cccc(C#N)c5)c34)CCO2)no1,7.035
439,Cc1nc(Cc2nc3cnc4ccc(C(F)(F)F)cc4c3n2[C@@H]2CCOCC2(F)F)no1,7.585
440,Cc1nc(N2CCOCC2)c2c(-c3cccc(C#N)c3)c[nH]c2n1,6.835
441,Cc1nc(N2CCOCC2)c2c(-c3cccc(C#N)c3F)c[nH]c2n1,6.98
442,Cc1nc(NC(=O)c2cccc(-c3cnn(C)c3)n2)cc(N2CC[C@@H](C(C)(C)O)C2)n1,7.890000000000001
443,Cc1nc([C@@H]2CN(c3ncnc4[nH]cc(-c5cccc(C#N)c5)c34)CCO2)no1,7.49
444,Cc1nc2sccn2c1-c1c[nH]c2ncnc(N3CCOCC3)c12,7.15
445,Cc1ncc(-c2ccc3c(NC(C)C)c(C#N)cnc3c2)s1,7.72
446,Cc1nn(C)cc1-c1c[nH]c2ncnc(N3CCOCC3)c12,7.13
447,Cc1nn(C)cc1Nc1nc(N)c2c(C#N)c(N3CCC[C@H]3C)n(C)c2n1,7.145
448,Cc1nn(C2CCOC2)cc1Nc1nc(N)c2c(C#N)c(N3CCC[C@H]3C)n(C)c2n1,7.24
449,Cc1nn(C2COC2)cc1Nc1nc(N)c2c(C#N)c(N3CCC[C@H]3C)n(C)c2n1,7.1225
450,Cc1nn(CC(C)(C)O)cc1Nc1nc(N)c2c(C#N)c(N3CCC[C@H]3C)n(C)c2n1,6.9975
451,Cc1nn(CC2(O)COC2)cc1Nc1nc(N)c2c(C#N)c(N3CCC[C@H]3C)n(C)c2n1,6.88
452,Cc1nnc(C2CCCN(c3ncnc4[nH]cc(-c5cccc(C#N)c5)c34)C2)o1,6.84
453,Cc1noc(C2CN(c3ncnc4[nH]cc(-c5cccc(C#N)c5)c34)CCO2)n1,6.953333333333333
454,Cc1noc(C2CN(c3ncnc4[nH]cc(-c5cccc(C#N)c5F)c34)CCO2)n1,7.279999999999999
455,Clc1cccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,7.3525
456,Clc1cccc(Sc2ccc3nnc(-c4cncs4)n3n2)c1,7.156666666666666
457,Clc1ccccc1-c1c[nH]c2ncnc(N3CCOCC3)c12,7.58
458,Clc1cncc(-c2c[nH]c3ncnc(N4CCOCC4)c23)c1,7.495
459,Cn1c(-c2cccc(F)c2F)c(C#N)c2c(N)ncnc21,6.52
460,Cn1c(-c2ccccc2)c(C#N)c2c(N)ncnc21,6.11
461,Cn1c(N)c(C#N)c2c(N)ncnc21,4.955
462,Cn1c(N2CCCC2)c(C#N)c2c(N)ncnc21,5.775
463,Cn1c(NCc2ccccc2F)c(C#N)c2c(N)ncnc21,5.49
464,Cn1cc(-c2c[nH]c3ncnc(N4CCC(F)CC4)c23)cn1,7.37
465,Cn1cc(-c2c[nH]c3ncnc(N4CCCC(F)C4)c23)cn1,7.54
466,Cn1cc(-c2c[nH]c3ncnc(N4CCCC(O)C4)c23)cn1,7.415
467,Cn1cc(-c2c[nH]c3ncnc(N4CCOC(CO)C4)c23)cn1,7.105
468,Cn1cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)cc1C#N,8.045
469,Cn1cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)cn1,7.422
470,Cn1cc(-c2c[nH]c3ncnc(N4CCOCC4)c23)nc1C#N,7.98
471,Cn1cc(-c2c[nH]c3ncnc(N4CCSCC4)c23)cn1,7.220000000000001
472,Cn1cc(-c2ccc3[nH]nc(-c4cc(N5CCN(S(C)(=O)=O)CC5)ncn4)c3c2)cn1,7.960000000000001
473,Cn1cc(-c2ccc3[nH]nc(-c4cc(N5CCOCC5)ncn4)c3c2)cn1,8.015
474,Cn1cc(-c2ccc3c(N4CCC4)c(C#N)cnc3c2)cn1,7.945
475,Cn1cc(-c2cccc(C(=O)Nc3cc(N4CC(O)C4)ncc3C(F)(F)F)n2)cn1,8.219999999999999
476,Cn1cc(-c2cccc(C(=O)Nc3cc(N4CC5(C(C)(C)O)CC4C5)ncc3C(F)(F)F)n2)cn1,8.375
477,Cn1cc(-c2cccc(C(=O)Nc3cc(N4CC[C@@H](C(C)(C)O)C4)cnc3C(F)(F)F)n2)cn1,7.725
478,Cn1cc(-c2cccc(C(=O)Nc3cc(N4CC[C@@H](C(C)(C)O)C4)ncc3C(F)(F)F)n2)cn1,8.8
479,Cn1cc(-c2cccc(C(=O)Nc3cnn(C4CCC4)c3)c2F)cn1,6.470000000000001
480,Cn1cc(-c2cccc(C(=O)Nc3cnn(C4CCC4)c3)n2)cn1,6.66
481,Cn1cc(-c2n[nH]c3ccc(N[C@@H]4CCCc5cc(C#N)ccc54)cc23)cn1,7.54
482,Cn1cc(-c2nc(C(=O)Nc3cnn(C4CCC4)c3)cs2)cn1,7.21
483,Cn1cc(-c2nccc(C(=O)Nc3cnn(C4CCC4)c3)n2)cn1,6.744999999999999
484,Cn1cc(-c2nnc3ccc(Sc4cc(Cl)ccc4Cl)nn23)cn1,6.09
485,Cn1cc(Nc2cc(-c3ccccc3)c3c(C#N)c[nH]c3n2)cn1,6.9
486,Cn1ccc(-c2c[nH]c3ncnc(N4CCOCC4)c23)n1,6.640000000000001
487,Cn1ccc(Nc2cc(-c3ccccc3)c3c(C#N)c[nH]c3n2)n1,7.116
488,FC(F)(F)Oc1cccc(Sc2ccc3nnc(-c4cncs4)n3n2)c1,6.859999999999999
489,FC(F)(F)c1ccc(Sc2ccc3nnc(-c4ccccc4)n3n2)cc1,5.460000000000001
490,FC(F)(F)c1cccc(Sc2ccc3cnc(-c4cccs4)n3n2)c1,5.055
491,FC(F)(F)c1cccc(Sc2ccc3ncc(-c4cccs4)n3c2)c1,5.63
492,FC(F)(F)c1cccc(Sc2ccc3ncc(-c4cccs4)n3n2)c1,7.165
493,FC(F)(F)c1cccc(Sc2ccc3nnc(-c4cccc(Cl)c4)n3n2)c1,6.9350000000000005
494,FC(F)(F)c1cccc(Sc2ccc3nnc(-c4cccc(N5CCNCC5)c4)n3n2)c1,6.88
