zinc_id,smiles
ZINC000299861451,CN1CCN(c2ccc(-c3n[nH]c4ccc(C(=O)NCC5(N6CCOCC6)CCCCC5)cc34)cc2)CC1
ZINC000096270041,Cn1cc(-c2cc3[nH]nc(-c4cccc(S(N)(=O)=O)c4)c3cc2OC2CCCCC2)cn1
ZINC000103248469,COc1cc(N2CCN(S(C)(=O)=O)CC2)ccc1Nc1ncc2cccc(-c3cccnc3)c2n1
ZINC000103250578,Cn1cc(-c2cc3cnc(Nc4ccc(C(=O)N5CCS(=O)(=O)CC5)cc4Cl)cc3[nH]2)cn1
ZINC000145766973,CN1CCC(Oc2ccc(-c3n[nH]c4ccc(NC(=O)[C@H](c5ccsc5)C5CCCC5)cc34)cc2)CC1
ZINC000145767176,CN1CCC(Oc2ccc(-c3n[nH]c4ccc(NC(=O)[C@@H](c5ccsc5)C5CCCC5)cc34)cc2)CC1
ZINC000299864658,O=C(N[C@H](c1ccccn1)C1CCCC1)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CCC[C@H]4COC5)cc3)c2c1
ZINC000299865104,O=C(NC1CC1)c1ccc(-c2cnc3c(NCC4CCOCC4)nc(-c4ccccc4)cn23)cc1
ZINC000084669836,COc1cc(N2CCN(Cc3ccccn3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1
ZINC000084671012,CNC(=O)C(=O)N1CCN(c2ccc(Nc3nc(NC4CCCCC4)c4nc[nH]c4n3)c(OC)c2)CC1
ZINC000084671558,COc1cc(N2CCN(C[C@@H]3CCOC3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1
ZINC000084671559,COc1cc(N2CCN(C[C@H]3CCOC3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1
ZINC000103248462,COc1cc(N2CCOCC2)ccc1Nc1ncc2cccc(NC3CCCCC3)c2n1
ZINC000299827775,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)[C@H](c4ccccc4)N4CCCC4)cc23)c1
ZINC000299827778,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)[C@@H](c4ccccc4)N4CCCC4)cc23)c1
ZINC000146860790,O=CN1CCC(Oc2ccc(-c3n[nH]c4ccc(C(=O)N[C@H](c5ccccn5)C5CC5)cc34)cc2)CC1
ZINC000147965766,O=CN1CCC(Oc2ccc(-c3n[nH]c4ccc(C(=O)N[C@@H](c5ccccn5)C5CC5)cc34)cc2)CC1
ZINC000096270044,CCOc1cc2c(-c3cccc(S(N)(=O)=O)c3)n[nH]c2cc1-c1cn[nH]c1
ZINC000096270040,Cn1cc(-c2cc3[nH]nc(-c4cccc(S(N)(=O)=O)c4)c3cc2NC2CCCCC2)cn1
ZINC000168610139,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)[C@H](c4ccccc4)N4CCCCC4)cc23)c1
ZINC000168610241,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)[C@@H](c4ccccc4)N4CCCCC4)cc23)c1
ZINC000084671560,COc1cc(N2CCC(N3CCOCC3)CC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1
ZINC000084689624,CC(C)(C)Nc1nc(Nc2ccc(C(N)=O)cc2)cc(N)c1C#N
ZINC000103250485,COC1CCN(C(=O)c2ccc(Nc3cc4c(cn3)cc(-c3cnn(C)c3)n4C(=O)OC(C)(C)C)c(Cl)c2)CC1
ZINC000146803786,O=C(Nc1ccc2[nH]nc(-c3ccc(N4CCOCC4)cc3)c2c1)[C@H](c1ccsc1)N1CCCC1
ZINC000146803969,O=C(Nc1ccc2[nH]nc(-c3ccc(N4CCOCC4)cc3)c2c1)[C@@H](c1ccsc1)N1CCCC1
ZINC000299824948,CN(C)[C@H](C(=O)Nc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1)c1ccccc1
ZINC000096270039,CC(=O)Nc1cccc(-c2n[nH]c3cc(-c4cnn(C)c4)c(NC4CCCCC4)cc23)c1
ZINC000103248460,COc1cc(N2CCOCC2)ccc1Nc1ncc2cccc(-c3ccccc3)c2n1
ZINC000139607553,CN(C)[C@@H](C(=O)Nc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1)c1ccccc1
ZINC000103250573,COC1CCN(C(=O)c2ccc(Nc3cc4[nH]c(-c5cnn(C)c5)cc4cn3)c(Cl)c2)CC1
ZINC000146836881,O=C(Nc1ccc2[nH]nc(-c3ccc(N4CCC(O)CC4)cc3)c2c1)[C@H](c1ccsc1)N1CCCC1
ZINC000146837079,O=C(Nc1ccc2[nH]nc(-c3ccc(N4CCC(O)CC4)cc3)c2c1)[C@@H](c1ccsc1)N1CCCC1
ZINC000299857181,CC(C)(O)CNc1cc(NC2CCCCC2)nn2c(-c3ccc(C(=O)NC4CC4)cc3)cnc12
ZINC000299870296,O=C(NC1CC1)c1ccc(-c2cnc3c(NCC4CCOCC4)cc(Nc4ccccc4)nn23)cc1
ZINC000084655143,Cc1cc(N2CCOCC2)ccc1Nc1nc(OC2CCCCC2)c2nc[nH]c2n1
ZINC000166437409,CCO[C@@H](C(=O)Nc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1)c1ccccc1
ZINC000166437512,CCO[C@H](C(=O)Nc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1)c1ccccc1
ZINC000205323522,CC(C)CNc1nccn2c(-c3ccc(C(=O)NC4CC4)cc3)cnc12
ZINC000299858029,CC(C)C[C@H](NC(=O)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CCC[C@H]4CC(O)C5)cc3)c2c1)c1ccccn1
ZINC000103250495,Cn1cc(-c2ccc(Nc3cc4c(cn3)cc(-c3cnn(C)c3)n4C(=O)OC(C)(C)C)c(Cl)c2)cn1
ZINC000103250565,CN(C)C(=O)c1ccc(Nc2cc3[nH]c(-c4cnn(C)c4)cc3cn2)c(Cl)c1
ZINC000103250522,CN(C)S(=O)(=O)c1ccc(Nc2cc3[nH]c(-c4cn[nH]c4)cc3cn2)cc1
ZINC000146802994,O=CN1CCC(Oc2ccc(-c3n[nH]c4ccc(C(=O)N[C@H](c5ccccc5)C5CC5)cc34)cc2)CC1
ZINC000146803182,O=CN1CCC(Oc2ccc(-c3n[nH]c4ccc(C(=O)N[C@@H](c5ccccc5)C5CC5)cc34)cc2)CC1
ZINC000166797570,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(C(=O)N[C@H](c4ccccc4)C4CC4)cc23)c1
ZINC000166797671,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(C(=O)N[C@@H](c4ccccc4)C4CC4)cc23)c1
ZINC000168956005,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)Cc4cccs4)cc23)c1
ZINC000096270047,CCOc1cc2c(-c3cccc(S(N)(=O)=O)c3)n[nH]c2cc1C#N
ZINC000103250498,Cn1cc(-c2ccc(Nc3cc4[nH]c(-c5cnn(C)c5)cc4cn3)c(Cl)c2)cn1
ZINC000146784494,O=C(N[C@@H](c1ccccc1)C1CC1)c1ccc2[nH]nc(-c3ccc(N4CCOCC4)cc3)c2c1
ZINC000147939789,O=C(N[C@H](c1ccccc1)C1CC1)c1ccc2[nH]nc(-c3ccc(N4CCOCC4)cc3)c2c1
ZINC000166376185,CCc1cccc(CC)c1CC(=O)Nc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1
ZINC000166720823,Cc1ccccc1CNC(=O)c1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1
ZINC000299862523,O=C(NCC1(N2CCOCC2)CCCCC1)c1ccc2[nH]nc(-c3ccc(N4C[C@@H]5CC[C@H](C4)O5)cc3)c2c1
ZINC000299864212,CN1CCN(c2ccc(-c3n[nH]c4ccc(NC(=O)[C@@H](c5ccsc5)N5CCCC5)cc34)cc2S(C)(=O)=O)CC1
ZINC000299864213,CN1CCN(c2ccc(-c3n[nH]c4ccc(NC(=O)[C@H](c5ccsc5)N5CCCC5)cc34)cc2S(C)(=O)=O)CC1
ZINC000072178757,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCC(N(C)C)CC4)cc3OC)nc1-2
ZINC000103250505,Cn1cc(-c2cc3cnc(Nc4ccc(-c5cnco5)cc4Cl)cc3n2C(=O)OC(C)(C)C)cn1
ZINC000103248450,COc1cc(N2CCN(S(C)(=O)=O)CC2)ccc1Nc1ncc2ccn(C3CCCCC3)c2n1
ZINC000103250501,Cn1cc(-c2cc3cnc(Nc4ccc(-c5ccn(C)n5)cc4Cl)cc3n2C(=O)OC(C)(C)C)cn1
ZINC000103250541,COc1ccc(Nc2cc3[nH]c(-c4cn[nH]c4)cc3cn2)c(Cl)c1
ZINC000103250575,CN(C)C1CCN(C(=O)c2ccc(Nc3cc4[nH]c(-c5cnn(C)c5)cc4cn3)c(Cl)c2)CC1
ZINC000072178666,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCCN(C)CC4)cc3OC)nc1-2
ZINC000103250517,Cn1cc(-c2cc3cnc(Nc4ccc(-c5cncnc5)cc4Cl)cc3n2C(=O)OC(C)(C)C)cn1
ZINC000103250526,c1cnn(Cc2ccc(Nc3cc4[nH]c(-c5cn[nH]c5)cc4cn3)cc2)c1
ZINC000095920983,CN(C)C(=O)c1ccc(Nc2cc3c(cn2)cc(-c2cnco2)n3C(=O)OC(C)(C)C)c(Cl)c1
ZINC000103248448,Cc1cc(N2CCOCC2)ccc1Nc1ncc2ccn(C3CCCCC3)c2n1
ZINC000103250568,COc1cc(C(=O)N(C)C)ccc1Nc1cc2[nH]c(-c3cnn(C)c3)cc2cn1
ZINC000147972696,O=C(N[C@H](c1ccsc1)C1CC1)c1ccc2[nH]nc(-c3ccc(N4CCC(O)CC4)cc3)c2c1
ZINC000147972886,O=C(N[C@@H](c1ccsc1)C1CC1)c1ccc2[nH]nc(-c3ccc(N4CCC(O)CC4)cc3)c2c1
ZINC000299832272,CC[C@H](C(=O)Nc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1)c1ccccc1
ZINC000299832274,CC[C@@H](C(=O)Nc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1)c1ccccc1
ZINC000095555952,CNc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)ncc1C(F)(F)F
ZINC000095921332,COc1ccc(Nc2cc3[nH]c(-c4cn[nH]c4)cc3cn2)cc1OC
ZINC000103250533,COc1ccccc1Nc1cc2[nH]c(-c3cn[nH]c3)cc2cn1
ZINC000166417448,Cc1ccccc1CC(=O)Nc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1
ZINC000095921340,COc1ccccc1Nc1cc2[nH]c(-c3cnco3)cc2cn1
ZINC000139481711,CO[C@H](C(=O)Nc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1)c1ccccc1
ZINC000199590516,CO[C@@H](C(=O)Nc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1)c1ccccc1
ZINC000103250571,CN(C)S(=O)(=O)c1ccc(Nc2cc3[nH]c(-c4cnn(C)c4)cc3cn2)c(Cl)c1
ZINC000084655139,CCOC(=O)N1CCC(Nc2nc(Nc3ccc(N4CCOCC4)cc3C)nc3[nH]cnc23)CC1
ZINC000096270048,CCOc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1
ZINC000103248442,COc1cc(N2CCN(S(C)(=O)=O)CC2)ccc1Nc1ncc(C)c(NC2CCCCC2)n1
ZINC000103250511,Cn1cc(-c2cc3cnc(Nc4ccc(-c5cccnc5)cc4Cl)cc3n2C(=O)OC(C)(C)C)cn1
ZINC000103250539,Clc1ccccc1Nc1cc2[nH]c(-c3cn[nH]c3)cc2cn1
ZINC000096270046,CCOc1cc2c(-c3cccc(NC(C)=O)c3)n[nH]c2cc1C#N
ZINC000103248454,COc1cc(N2CCN(S(C)(=O)=O)CC2)ccc1Nc1ncc2ccn(-c3ccccn3)c2n1
ZINC000103250514,Cn1cc(-c2cc3cnc(Nc4ccc(-c5cnccn5)cc4Cl)cc3n2C(=O)OC(C)(C)C)cn1
ZINC000072177292,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)NCCN(C)C)cc3OC)nc1-2
ZINC000204665074,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(C(=O)NCc4cccs4)cc23)c1
ZINC000084669203,Cc1cc(N2CCOCC2)ccc1Nc1nc(NC2CCC(CN)CC2)c2nc[nH]c2n1
ZINC000103248439,COc1cc(N2CCN(S(C)(=O)=O)CC2)ccc1Nc1nccc(N(C)C2CCCCC2)n1
ZINC000113137885,O=C(NC1CC1)c1ccc(-c2cnc3c(NCC4CCOCC4)nccn23)cc1
ZINC000299823042,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(C(=O)NC4(c5ccccc5)CC4)cc23)c1
ZINC000072175782,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(N)=O)cc3OC)nc1-2
ZINC000098208001,NS(=O)(=O)c1cccc(-c2[nH]nc3ccc(NC(=O)Cc4ccccc4)cc23)c1
ZINC000147356809,O=C(NC1CC1)c1ccc(-c2cnc3c(NCC4CC4)nccn23)cc1
ZINC000103248446,COc1cc(N2CCOCC2)ccc1Nc1ncc2ccn(C3CCCCC3)c2n1
ZINC000299822592,CC(C)[C@@H](C(=O)Nc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1)c1ccccc1
ZINC000299822596,CC(C)[C@H](C(=O)Nc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1)c1ccccc1
ZINC000167143638,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(C(=O)N[C@H](c4ccccc4)C4CCCCC4)cc23)c1
ZINC000167143754,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(C(=O)N[C@@H](c4ccccc4)C4CCCCC4)cc23)c1
ZINC000103250520,COc1ccc(Nc2cc3[nH]c(-c4cn[nH]c4)cc3cn2)cc1
ZINC000204668529,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)[C@@H](c4ccccc4)C4CCCC4)cc23)c1
ZINC000204668545,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)[C@H](c4ccccc4)C4CCCC4)cc23)c1
ZINC000103250537,CCOc1ccccc1Nc1cc2[nH]c(-c3cn[nH]c3)cc2cn1
ZINC000200237140,O=C(NC1CC1)c1ccc(-c2cnc3c(NCc4cccs4)nccn23)cc1
ZINC000299830809,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(C(=O)NC4(c5ccccc5)CCNCC4)cc23)c1
ZINC000204665375,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)[C@@H](c4ccccc4)C4CCCCC4)cc23)c1
ZINC000204665396,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)[C@H](c4ccccc4)C4CCCCC4)cc23)c1
ZINC000103250530,c1cc(OCCN2CCOCC2)ccc1Nc1cc2[nH]c(-c3cn[nH]c3)cc2cn1
ZINC000299864148,CCCNc1nccn2c(-c3ccc(C(=O)NC4CC4)cc3)cnc12
ZINC000103250476,Cn1cc(-c2cc3cnc(Nc4ccccc4Cl)cc3n2C(=O)OC(C)(C)C)cn1
ZINC000072176312,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCC[C@H]4CN4CCCC4)cc3OC)nc1-2
ZINC000103250563,Cn1cc(-c2cc3cnc(Nc4ccccc4Cl)cc3[nH]2)cn1
ZINC000103250545,COc1ccccc1Nc1cc2[nH]c(-c3cnn(CC(F)(F)F)c3)cc2cn1
ZINC000167355588,CCc1cccc(CC)c1CNC(=O)c1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1
ZINC000072176004,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc1-2
ZINC000167209525,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(C(=O)NCc4ccccc4)cc23)c1
ZINC000204698835,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)Cc4ccccn4)cc23)c1
ZINC000103250478,CN(C)S(=O)(=O)c1ccc(Nc2cc3c(cn2)cc(-c2cnn(C)c2)n3C(=O)OC(C)(C)C)c(Cl)c1
ZINC000072178494,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCC[C@@H]4CN4CCCC4)cc3OC)nc1-2
ZINC000096270050,CCOc1ccc2[nH]nc(-c3cccc(NC(C)=O)c3)c2c1
ZINC000096270042,CCOc1cc2c(-c3cccc(S(N)(=O)=O)c3)n[nH]c2cc1-c1cnn(CC(C)C)c1
ZINC000103250543,COc1ccccc1Nc1cc2[nH]c(-c3cnn(C)c3)cc2cn1
ZINC000072177126,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)NCCN(C)C)cc3OC(F)(F)F)nc1-2
ZINC000084653803,Cc1cc(N2CCOCC2)ccc1Nc1nc(N2CCOCC2)c2nc[nH]c2n1
ZINC000200122827,O=C(NC1CC1)c1ccc(-c2cnc3c(NCc4ccccc4)nccn23)cc1
ZINC000072177017,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(N)=O)cc3OC(F)(F)F)nc1-2
ZINC000072179724,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCCN(C)CC4)cc3OC(F)(F)F)nc1-2
ZINC000103260600,CNc1nc(Nc2cn(C(C)(C)C#N)nc2C)ncc1C(F)(F)F
ZINC000084669197,Cc1cc(N2CCOCC2)ccc1Nc1nc(CC2CCCCC2)c2nc[nH]c2n1
ZINC000096270045,CCOc1cc2c(-c3cccc(S(N)(=O)=O)c3)n[nH]c2cc1-c1ccccc1
ZINC000299870864,CC(C)CNc1nccn2c(-c3ccc(C(=O)NC4CCC4)cc3)cnc12
ZINC000096270049,CCOc1ccc2[nH]nc(-c3cccc(C(N)=O)c3)c2c1
ZINC000072139821,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCC(N(C)C)CC4)cc3OC(F)(F)F)nc1-2
ZINC000072176394,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCC[C@H]4CN4CCCC4)cc3OC(F)(F)F)nc1-2
ZINC000084655140,Cc1cc(N2CCOCC2)ccc1Nc1nc(NC2CCNCC2)c2nc[nH]c2n1
ZINC000205340483,O=C(NCC1(N2CCOCC2)CCCCC1)c1ccc2[nH]nc(-c3ccc(N4CCC(O)CC4)cc3)c2c1
ZINC000166346844,CN(Cc1ccccc1)C(=O)c1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1
ZINC000139597766,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)c4cccs4)cc23)c1
ZINC000167112869,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)C4(c5ccccc5)CC4)cc23)c1
ZINC000299832186,Cc1cccc(CS(=O)(=O)Nc2ccc3[nH]nc(-c4cccc(S(N)(=O)=O)c4)c3c2)c1
ZINC000147951512,O=C(N[C@H](c1ccccc1)C1CC1)c1ccc2[nH]nc(-c3cccc(N4CCOCC4)c3)c2c1
ZINC000147951700,O=C(N[C@@H](c1ccccc1)C1CC1)c1ccc2[nH]nc(-c3cccc(N4CCOCC4)c3)c2c1
ZINC000166996375,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NS(=O)(=O)c4cccs4)cc23)c1
ZINC000204672997,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)Cc4ccncc4)cc23)c1
ZINC000084668621,Cc1cc(N2CCOCC2)ccc1Nc1nc(NC2CCC(N3CCOCC3)CC2)c2nc[nH]c2n1
ZINC000299828780,COc1cc(N2CCC(O)CC2)ccc1Nc1nc(Nc2ccccc2S(=O)(=O)C(C)C)c2cc[nH]c2n1
ZINC000166624750,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(OCCc4cccs4)cc23)c1
ZINC000072176257,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccc(C(=O)N4CCC[C@@H]4CN4CCCC4)cc3OC(F)(F)F)nc1-2
ZINC000166265923,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)Nc4ccccc4)cc23)c1
ZINC000096270051,CCOc1ccc2[nH]nc(-c3ccc(NC(C)=O)cc3)c2c1
ZINC000103250547,COc1ccccc1Nc1cc2[nH]c(-c3cnn(C(F)F)c3)cc2cn1
ZINC000299868455,CC(C)CNc1nccn2c(-c3ccc(C(=O)NC(C)C)cc3)cnc12
ZINC000299854522,CC(C)Nc1nccn2c(-c3ccc(C(=O)NC4CC4)cc3)cnc12
ZINC000096270038,CCOc1ccc2[nH]nc(-c3ccccc3)c2c1
ZINC000084668410,CSc1cc(N2CCOCC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1
ZINC000072175896,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccccc3OC)nc1-2
ZINC000072177007,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccccc3)nc1-2
ZINC000168396741,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(CNC(=O)c4ccccc4)cc23)c1
ZINC000204678015,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(OCc4ccccc4)cc23)c1
ZINC000199586556,COc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1
ZINC000103250559,COc1ccccc1Nc1cc2[nH]c(-c3cncn3C)cc2cn1
ZINC000167376786,CC(=O)Nc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1
ZINC000299833776,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NS(=O)(=O)Nc4ccccc4)cc23)c1
ZINC000072175707,CCc1cccc(CC)c1NC(=O)c1nn(C)c2c1CCc1cnc(Nc3ccccc3OC(F)(F)F)nc1-2
ZINC000204670654,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(NC(=O)CCc4ccccc4)cc23)c1
ZINC000084668409,CS(=O)(=O)c1cc(N2CCOCC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1
ZINC000103250549,COc1ccc(Nc2cc3[nH]c(-c4cn(C)nc4C(F)(F)F)cc3cn2)c(OC)c1
ZINC000299832856,NS(=O)(=O)c1cccc(-c2n[nH]c3cccc(-c4c(F)cccc4F)c23)c1
ZINC000103250551,COc1ccccc1Nc1cc2[nH]c(-c3cnn(C)c3C)cc2cn1
ZINC000166343261,NS(=O)(=O)c1cccc(-c2n[nH]c3ccccc23)c1
ZINC000299831691,NS(=O)(=O)c1cccc(-c2n[nH]c3cccc(Cl)c23)c1
ZINC000006498249,c1ccc(-c2n[nH]c3ccccc23)cc1
ZINC000299830159,COc1cccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c12
ZINC000299868622,CC(C)CNc1nccn2c(-c3ccc(C(N)=O)cc3)cnc12
ZINC000166577455,CCc1cccc(CC)c1NS(=O)(=O)Nc1ccc2[nH]nc(-c3cccc(S(N)(=O)=O)c3)c2c1
ZINC000166715731,NS(=O)(=O)c1cccc(-c2n[nH]c3ccc(-c4ccccc4)cc23)c1
ZINC000299824541,NS(=O)(=O)c1cccc(-c2n[nH]c3cc(NC(=O)c4cccs4)ccc23)c1
ZINC000103250561,COc1ccc(C(F)(F)F)cc1Nc1cc2[nH]c(-c3cnn(C)c3)cc2cn1
ZINC000103250556,COc1ccccc1Nc1cc2[nH]c(-c3c(C)noc3C)cc2cn1
ZINC000114156374,N#Cc1ccc2c(/C=C/c3ccncc3)n[nH]c2c1
ZINC000299831786,NS(=O)(=O)c1cccc(-c2n[nH]c3cc(-c4ccccc4)ccc23)c1
ZINC000230815441,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC[C@@H]1CNCCO1
ZINC000230815457,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC[C@H]1CNCCO1
ZINC000299823936,COc1cc2c(Nc3ccc(Cl)c(C(F)(F)F)c3)ncnc2cc1OC[C@H]1CNCCO1
ZINC000299823939,COc1cc2c(Nc3ccc(Cl)c(C(F)(F)F)c3)ncnc2cc1OC[C@@H]1CNCCO1
ZINC000299823887,COc1cc2c(Nc3ccc(F)cc3C)ncnc2cc1OC[C@@H]1CNCCO1
ZINC000299823889,COc1cc2c(Nc3ccc(F)cc3C)ncnc2cc1OC[C@H]1CNCCO1
ZINC000299824405,COc1cc2c(Nc3ccc(Br)cc3Cl)ncnc2cc1OC[C@H]1CNCCO1
ZINC000299824410,COc1cc2c(Nc3ccc(Br)cc3Cl)ncnc2cc1OC[C@@H]1CNCCO1
ZINC000204972805,COc1cc2c(Nc3ccc(C)c(Cl)c3)ncnc2cc1OC[C@@H]1CNCCO1
ZINC000204972824,COc1cc2c(Nc3ccc(C)c(Cl)c3)ncnc2cc1OC[C@H]1CNCCO1
ZINC000299826184,COc1cc2c(Nc3ccc(Br)c(C)c3)ncnc2cc1OC[C@@H]1CNCCO1
ZINC000299826189,COc1cc2c(Nc3ccc(Br)c(C)c3)ncnc2cc1OC[C@H]1CNCCO1
ZINC000299825971,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@H]1CNCCO1
ZINC000299825973,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]1CNCCO1
ZINC000299823976,COc1cc2c(Nc3cccc(Cl)c3)ncnc2cc1OC[C@@H]1CNCCO1
ZINC000299823982,COc1cc2c(Nc3cccc(Cl)c3)ncnc2cc1OC[C@H]1CNCCO1
ZINC000299825998,COc1cc2c(Nc3ccc(F)cc3)ncnc2cc1OC[C@@H]1CNCCO1
ZINC000299826000,COc1cc2c(Nc3ccc(F)cc3)ncnc2cc1OC[C@H]1CNCCO1
ZINC000299826029,COc1cc2c(Nc3ccc(Br)cc3)ncnc2cc1OC[C@@H]1CN(C)CCO1
ZINC000299826030,COc1cc2c(Nc3ccc(Br)cc3)ncnc2cc1OC[C@H]1CN(C)CCO1
ZINC000299824314,COc1cc2c(Nc3ccc(Br)cc3)ncnc2cc1OC[C@@H]1CNCCO1
ZINC000299824320,COc1cc2c(Nc3ccc(Br)cc3)ncnc2cc1OC[C@H]1CNCCO1
ZINC000299826140,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OC[C@@H]1CNCCO1
ZINC000299826144,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OC[C@H]1CNCCO1
ZINC000299829742,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OC[C@@H]1CN(C)CCO1
ZINC000299829747,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OC[C@H]1CN(C)CCO1
ZINC000299825992,COc1cc2c(Nc3cc(Cl)cc(Cl)c3)ncnc2cc1OC[C@@H]1CNCCO1
ZINC000299825994,COc1cc2c(Nc3cc(Cl)cc(Cl)c3)ncnc2cc1OC[C@H]1CNCCO1
ZINC000299825964,COc1cc2c(Nc3cccc(Cl)c3)ncnc2cc1OC[C@H]1CN(C(=O)OC(C)(C)C)CCO1
